date,Team_1,Team_2,Winner,Margin,Ground
5/26/2006,West Indies,India,West Indies,6 wickets,Port of Spain
5/28/2006,West Indies,India,West Indies,19 runs,Port of Spain
9/12/2006,Australia,West Indies,Australia,78 runs,Kuala Lumpur
9/14/2006,India,West Indies,West Indies,29 runs,Kuala Lumpur
9/18/2006,Australia,West Indies,West Indies,3 wickets,Kuala Lumpur
9/20/2006,India,West Indies,India,16 runs,Kuala Lumpur
9/24/2006,Australia,West Indies,Australia,127 runs,Kuala Lumpur
10/8/2006,West Indies,Zimbabwe,West Indies,9 wickets,Ahmedabad
10/11/2006,Bangladesh,West Indies,West Indies,10 wickets,Jaipur
10/14/2006,Sri Lanka,West Indies,Sri Lanka,9 wickets,Mumbai (BS)
10/18/2006,Australia,West Indies,West Indies,10 runs,Mumbai (BS)
10/26/2006,India,West Indies,West Indies,3 wickets,Ahmedabad
10/28/2006,England,West Indies,England,3 wickets,Ahmedabad
11/2/2006,South Africa,West Indies,West Indies,6 wickets,Jaipur
11/5/2006,Australia,West Indies,Australia,8 wickets,Mumbai (BS)
12/5/2006,Pakistan,West Indies,Pakistan,-,Rawalpindi
12/7/2006,Pakistan,West Indies,Pakistan,2 wickets,Faisalabad
12/10/2006,Pakistan,West Indies,Pakistan,7 wickets,Lahore
12/13/2006,Pakistan,West Indies,West Indies,7 wickets,Multan
12/16/2006,Pakistan,West Indies,Pakistan,7 wickets,Karachi
1/21/2007,India,West Indies,India,14 runs,Nagpur
1/24/2007,India,West Indies,India,20 runs,Cuttack
1/27/2007,India,West Indies,West Indies,3 wickets,Chennai
1/31/2007,India,West Indies,India,160 runs,Vadodara
3/13/2007,West Indies,Pakistan,West Indies,54 runs,Kingston
3/19/2007,West Indies,Zimbabwe,West Indies,6 wickets,Kingston
3/23/2007,West Indies,Ireland,West Indies,8 wickets,Kingston
3/27/2007,West Indies,Australia,Australia,103 runs,North Sound
3/29/2007,West Indies,New Zealand,New Zealand,7 wickets,North Sound
4/1/2007,West Indies,Sri Lanka,Sri Lanka,113 runs,Providence
4/10/2007,West Indies,South Africa,South Africa,67 runs,St George's
4/19/2007,West Indies,Bangladesh,West Indies,99 runs,Bridgetown
4/21/2007,West Indies,England,England,1 wickets,Bridgetown
7/1/2007,England,West Indies,England,79 runs,Lord's
7/4/2007,England,West Indies,West Indies,61 runs,Birmingham
7/7/2007,England,West Indies,West Indies,93 runs,Nottingham
7/10/2007,Netherlands,West Indies,West Indies,10 wickets,Dublin
7/12/2007,Scotland,West Indies,West Indies,4 wickets,Dublin
7/14/2007,Ireland,West Indies,Ireland,-,Dublin
11/30/2007,Zimbabwe,West Indies,Zimbabwe,30 runs,Harare
12/2/2007,Zimbabwe,West Indies,West Indies,110 runs,Harare
12/4/2007,Zimbabwe,West Indies,West Indies,6 wickets,Harare
12/7/2007,Zimbabwe,West Indies,West Indies,5 wickets,Bulawayo
12/9/2007,Zimbabwe,West Indies,Zimbabwe,-,Bulawayo
1/20/2008,South Africa,West Indies,South Africa,6 wickets,Centurion
1/25/2008,South Africa,West Indies,South Africa,86 runs,Cape Town
1/27/2008,South Africa,West Indies,South Africa,7 wickets,Port Elizabeth
2/1/2008,South Africa,West Indies,South Africa,5 wickets,Durban
2/3/2008,South Africa,West Indies,South Africa,8 wickets,Johannesburg
4/10/2008,West Indies,Sri Lanka,West Indies,1 wickets,Port of Spain
4/12/2008,West Indies,Sri Lanka,West Indies,7 wickets,Port of Spain
4/15/2008,West Indies,Sri Lanka,Sri Lanka,-,Gros Islet
6/24/2008,West Indies,Australia,Australia,84 runs,Kingstown
6/27/2008,West Indies,Australia,Australia,63 runs,St George's
6/29/2008,West Indies,Australia,Australia,7 wickets,St George's
7/4/2008,West Indies,Australia,Australia,1 runs,Basseterre
7/6/2008,West Indies,Australia,Australia,169 runs,Basseterre
8/20/2008,Bermuda,West Indies,West Indies,6 wickets,King City (NW)
8/22/2008,Canada,West Indies,West Indies,49 runs,King City (NW)
8/24/2008,Canada,West Indies,West Indies,7 wickets,King City (NW)
11/12/2008,Pakistan,West Indies,Pakistan,4 wickets,Abu Dhabi
11/14/2008,Pakistan,West Indies,Pakistan,24 runs,Abu Dhabi
11/16/2008,Pakistan,West Indies,Pakistan,31 runs,Abu Dhabi
12/31/2008,New Zealand,West Indies,New Zealand,-,Queenstown
1/3/2009,New Zealand,West Indies,West Indies,5 wickets,Christchurch
1/7/2009,New Zealand,West Indies,New Zealand,7 wickets,Wellington
1/10/2009,New Zealand,West Indies,New Zealand,-,Auckland
1/13/2009,New Zealand,West Indies,New Zealand,9 runs,Napier
3/20/2009,West Indies,England,England,1 runs,Providence
3/22/2009,West Indies,England,West Indies,21 runs,Providence
3/27/2009,West Indies,England,West Indies,8 wickets,Bridgetown
3/29/2009,West Indies,England,England,9 wickets,Bridgetown
4/3/2009,West Indies,England,England,26 runs,Gros Islet
5/21/2009,England,West Indies,England,-,Leeds
5/24/2009,England,West Indies,England,6 wickets,Bristol
5/26/2009,England,West Indies,England,58 runs,Birmingham
6/26/2009,West Indies,India,India,20 runs,Kingston
6/28/2009,West Indies,India,West Indies,8 wickets,Kingston
7/3/2009,West Indies,India,India,6 wickets,Gros Islet
7/5/2009,West Indies,India,India,-,Gros Islet
7/26/2009,West Indies,Bangladesh,Bangladesh,52 runs,Roseau
7/28/2009,West Indies,Bangladesh,Bangladesh,3 wickets,Roseau
7/31/2009,West Indies,Bangladesh,Bangladesh,3 wickets,Basseterre
9/23/2009,Pakistan,West Indies,Pakistan,5 wickets,Johannesburg
9/26/2009,Australia,West Indies,Australia,50 runs,Johannesburg
9/30/2009,India,West Indies,India,7 wickets,Johannesburg
2/7/2010,Australia,West Indies,Australia,113 runs,Melbourne
2/9/2010,Australia,West Indies,Australia,8 wickets,Adelaide
2/12/2010,Australia,West Indies,Australia,-,Sydney
2/14/2010,Australia,West Indies,Australia,50 runs,Brisbane
2/19/2010,Australia,West Indies,Australia,125 runs,Melbourne
3/4/2010,West Indies,Zimbabwe,Zimbabwe,2 runs,Providence
3/6/2010,West Indies,Zimbabwe,West Indies,4 wickets,Providence
3/10/2010,West Indies,Zimbabwe,West Indies,141 runs,Kingstown
3/12/2010,West Indies,Zimbabwe,West Indies,4 wickets,Kingstown
3/14/2010,West Indies,Zimbabwe,West Indies,4 wickets,Kingstown
4/13/2010,West Indies,Canada,West Indies,208 runs,Kingston
4/15/2010,West Indies,Ireland,West Indies,6 wickets,Kingston
5/22/2010,West Indies,South Africa,South Africa,66 runs,North Sound
5/24/2010,West Indies,South Africa,South Africa,17 runs,North Sound
5/28/2010,West Indies,South Africa,South Africa,67 runs,Roseau
5/30/2010,West Indies,South Africa,South Africa,7 wickets,Roseau
6/3/2010,West Indies,South Africa,South Africa,1 wickets,Port of Spain
1/31/2011,Sri Lanka,West Indies,Sri Lanka,-,Colombo (SSC)
2/3/2011,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (SSC)
2/6/2011,Sri Lanka,West Indies,Sri Lanka,26 runs,Colombo (SSC)
2/24/2011,South Africa,West Indies,South Africa,7 wickets,Delhi
2/28/2011,Netherlands,West Indies,West Indies,215 runs,Delhi
3/4/2011,Bangladesh,West Indies,West Indies,9 wickets,Dhaka
3/11/2011,Ireland,West Indies,West Indies,44 runs,Mohali
3/17/2011,England,West Indies,England,18 runs,Chennai
3/20/2011,India,West Indies,India,80 runs,Chennai
3/23/2011,Pakistan,West Indies,Pakistan,10 wickets,Dhaka
4/23/2011,West Indies,Pakistan,Pakistan,8 wickets,Gros Islet
4/25/2011,West Indies,Pakistan,Pakistan,7 wickets,Gros Islet
4/28/2011,West Indies,Pakistan,Pakistan,3 wickets,Bridgetown
5/2/2011,West Indies,Pakistan,West Indies,1 runs,Bridgetown
5/5/2011,West Indies,Pakistan,West Indies,10 wickets,Providence
6/6/2011,West Indies,India,India,4 wickets,Port of Spain
6/8/2011,West Indies,India,India,7 wickets,Port of Spain
6/11/2011,West Indies,India,India,3 wickets,North Sound
6/13/2011,West Indies,India,West Indies,103 runs,North Sound
6/16/2011,West Indies,India,West Indies,7 wickets,Kingston
10/13/2011,Bangladesh,West Indies,West Indies,40 runs,Dhaka
10/15/2011,Bangladesh,West Indies,West Indies,8 wickets,Dhaka
10/18/2011,Bangladesh,West Indies,Bangladesh,8 wickets,Chattogram
11/29/2011,India,West Indies,India,1 wickets,Cuttack
12/2/2011,India,West Indies,India,5 wickets,Visakhapatnam
12/5/2011,India,West Indies,West Indies,16 runs,Ahmedabad
12/8/2011,India,West Indies,India,153 runs,Indore
12/11/2011,India,West Indies,India,34 runs,Chennai
3/16/2012,West Indies,Australia,Australia,64 runs,Kingstown
3/18/2012,West Indies,Australia,West Indies,5 wickets,Kingstown
3/20/2012,West Indies,Australia,Australia,-,Kingstown
3/23/2012,West Indies,Australia,West Indies,42 runs,Gros Islet
3/25/2012,West Indies,Australia,Australia,30 runs,Gros Islet
6/16/2012,England,West Indies,England,114 runs,Southampton
6/19/2012,England,West Indies,England,8 wickets,The Oval
6/22/2012,England,West Indies,England,-,Leeds
7/5/2012,West Indies,New Zealand,West Indies,9 wickets,Kingston
7/7/2012,West Indies,New Zealand,West Indies,55 runs,Kingston
7/11/2012,West Indies,New Zealand,New Zealand,88 runs,Basseterre
7/14/2012,West Indies,New Zealand,West Indies,24 runs,Basseterre
7/16/2012,West Indies,New Zealand,West Indies,20 runs,Basseterre
11/30/2012,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna
12/2/2012,Bangladesh,West Indies,Bangladesh,160 runs,Khulna
12/5/2012,Bangladesh,West Indies,West Indies,4 wickets,Dhaka
12/7/2012,Bangladesh,West Indies,West Indies,75 runs,Dhaka
12/8/2012,Bangladesh,West Indies,Bangladesh,2 wickets,Dhaka
2/1/2013,Australia,West Indies,Australia,9 wickets,Perth
2/3/2013,Australia,West Indies,Australia,54 runs,Perth
2/6/2013,Australia,West Indies,Australia,39 runs,Canberra
2/8/2013,Australia,West Indies,Australia,5 wickets,Sydney
2/10/2013,Australia,West Indies,Australia,17 runs,Melbourne
2/22/2013,West Indies,Zimbabwe,West Indies,156 runs,St George's
2/24/2013,West Indies,Zimbabwe,West Indies,7 wickets,St George's
2/26/2013,West Indies,Zimbabwe,West Indies,5 wickets,St George's
6/7/2013,Pakistan,West Indies,West Indies,2 wickets,The Oval
6/11/2013,India,West Indies,India,8 wickets,The Oval
6/14/2013,South Africa,West Indies,South Africa,-,Cardiff
6/28/2013,West Indies,Sri Lanka,West Indies,6 wickets,Kingston
6/30/2013,West Indies,India,West Indies,1 wickets,Kingston
7/5/2013,West Indies,India,India,102 runs,Port of Spain
7/7/2013,West Indies,Sri Lanka,Sri Lanka,39 runs,Port of Spain
7/14/2013,West Indies,Pakistan,Pakistan,126 runs,Providence
7/16/2013,West Indies,Pakistan,West Indies,37 runs,Providence
7/19/2013,West Indies,Pakistan,Pakistan,-,Gros Islet
7/21/2013,West Indies,Pakistan,Pakistan,6 wickets,Gros Islet
7/24/2013,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet
11/21/2013,India,West Indies,India,6 wickets,Kochi
11/24/2013,India,West Indies,West Indies,2 wickets,Visakhapatnam
11/27/2013,India,West Indies,India,5 wickets,Kanpur
12/26/2013,New Zealand,West Indies,West Indies,2 wickets,Auckland
12/29/2013,New Zealand,West Indies,New Zealand,-,Napier
1/1/2014,New Zealand,West Indies,New Zealand,159 runs,Queenstown
1/4/2014,New Zealand,West Indies,New Zealand,58 runs,Nelson
1/8/2014,New Zealand,West Indies,West Indies,203 runs,Hamilton
2/23/2014,West Indies,Ireland,West Indies,4 wickets,Kingston
2/28/2014,West Indies,England,West Indies,15 runs,North Sound
3/2/2014,West Indies,England,England,3 wickets,North Sound
3/5/2014,West Indies,England,England,25 runs,North Sound
8/20/2014,West Indies,Bangladesh,West Indies,3 wickets,St George's
8/22/2014,West Indies,Bangladesh,West Indies,177 runs,St George's
8/25/2014,West Indies,Bangladesh,West Indies,91 runs,Basseterre
10/8/2014,India,West Indies,West Indies,124 runs,Kochi
10/11/2014,India,West Indies,India,48 runs,Delhi
10/14/2014,India,West Indies,India,-,Visakhapatnam
10/17/2014,India,West Indies,India,59 runs,Dharamsala
10/20/2014,India,West Indies,India,-,Kolkata
1/16/2015,South Africa,West Indies,South Africa,61 runs,Durban
1/18/2015,South Africa,West Indies,South Africa,148 runs,Johannesburg
1/21/2015,South Africa,West Indies,South Africa,9 wickets,East London
1/25/2015,South Africa,West Indies,West Indies,1 wickets,Port Elizabeth
1/28/2015,South Africa,West Indies,South Africa,131 runs,Centurion
2/16/2015,Ireland,West Indies,Ireland,4 wickets,Nelson
2/21/2015,Pakistan,West Indies,West Indies,150 runs,Christchurch
2/24/2015,West Indies,Zimbabwe,West Indies,73 runs,Canberra
2/27/2015,South Africa,West Indies,South Africa,257 runs,Sydney
3/6/2015,India,West Indies,India,4 wickets,Perth
3/15/2015,U.A.E.,West Indies,West Indies,6 wickets,Napier
3/21/2015,New Zealand,West Indies,New Zealand,143 runs,Wellington
11/1/2015,Sri Lanka,West Indies,Sri Lanka,1 wickets,Colombo (RPS)
11/4/2015,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (RPS)
11/7/2015,Sri Lanka,West Indies,Sri Lanka,19 runs,Pallekele
6/3/2016,West Indies,South Africa,West Indies,4 wickets,Providence
6/5/2016,West Indies,Australia,Australia,6 wickets,Providence
6/13/2016,West Indies,Australia,West Indies,4 wickets,Basseterre
6/15/2016,West Indies,South Africa,South Africa,139 runs,Basseterre
6/21/2016,West Indies,Australia,Australia,6 wickets,Bridgetown
6/24/2016,West Indies,South Africa,West Indies,100 runs,Bridgetown
6/26/2016,West Indies,Australia,Australia,58 runs,Bridgetown
9/30/2016,Pakistan,West Indies,Pakistan,111 runs,Sharjah
10/2/2016,Pakistan,West Indies,Pakistan,59 runs,Sharjah
10/5/2016,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi
11/16/2016,Sri Lanka,West Indies,West Indies,62 runs,Harare
11/19/2016,Zimbabwe,West Indies,Zimbabwe,-,Bulawayo
11/23/2016,Sri Lanka,West Indies,Sri Lanka,1 runs,Bulawayo
11/25/2016,Zimbabwe,West Indies,Zimbabwe,5 runs,Bulawayo
3/3/2017,West Indies,England,England,45 runs,North Sound
3/5/2017,West Indies,England,England,4 wickets,North Sound
3/9/2017,West Indies,England,England,186 runs,Bridgetown
4/7/2017,West Indies,Pakistan,West Indies,4 wickets,Providence
4/9/2017,West Indies,Pakistan,Pakistan,74 runs,Providence
4/11/2017,West Indies,Pakistan,Pakistan,6 wickets,Providence
6/9/2017,West Indies,Afghanistan,Afghanistan,63 runs,Gros Islet
6/11/2017,West Indies,Afghanistan,West Indies,4 wickets,Gros Islet
6/14/2017,West Indies,Afghanistan,Afghanistan,-,Gros Islet
6/23/2017,West Indies,India,India,-,Port of Spain
6/25/2017,West Indies,India,India,105 runs,Port of Spain
6/30/2017,West Indies,India,India,93 runs,North Sound
7/2/2017,West Indies,India,West Indies,11 runs,North Sound
7/6/2017,West Indies,India,India,8 wickets,Kingston
9/13/2017,Ireland,West Indies,Ireland,-,Belfast
9/19/2017,England,West Indies,England,7 wickets,Manchester
9/21/2017,England,West Indies,England,-,Nottingham
9/24/2017,England,West Indies,England,124 runs,Bristol
9/27/2017,England,West Indies,England,6 runs,The Oval
9/29/2017,England,West Indies,England,9 wickets,Southampton
12/20/2017,New Zealand,West Indies,New Zealand,5 wickets,Whangarei
12/23/2017,New Zealand,West Indies,New Zealand,204 runs,Christchurch
12/26/2017,New Zealand,West Indies,New Zealand,66 runs,Christchurch
3/6/2018,U.A.E.,West Indies,West Indies,60 runs,Harare
3/8/2018,P.N.G.,West Indies,West Indies,6 wickets,Harare
3/10/2018,Ireland,West Indies,West Indies,52 runs,Harare
3/15/2018,Afghanistan,West Indies,Afghanistan,3 wickets,Harare
3/19/2018,Zimbabwe,West Indies,West Indies,4 wickets,Harare
3/21/2018,Scotland,West Indies,West Indies,5 runs,Harare
3/25/2018,Afghanistan,West Indies,Afghanistan,7 wickets,Harare
7/22/2018,West Indies,Bangladesh,Bangladesh,48 runs,Providence
7/25/2018,West Indies,Bangladesh,West Indies,3 runs,Providence
7/28/2018,West Indies,Bangladesh,Bangladesh,18 runs,Basseterre
10/21/2018,India,West Indies,India,8 wickets,Guwahati
10/24/2018,India,West Indies,India,-,Visakhapatnam
10/27/2018,India,West Indies,West Indies,43 runs,Pune
10/29/2018,India,West Indies,India,224 runs,Mumbai (BS)
11/1/2018,India,West Indies,India,9 wickets,Thiruvananthapuram
12/9/2018,Bangladesh,West Indies,Bangladesh,5 wickets,Dhaka
12/11/2018,Bangladesh,West Indies,West Indies,4 wickets,Dhaka
12/14/2018,Bangladesh,West Indies,Bangladesh,8 wickets,Sylhet
2/20/2019,West Indies,England,England,6 wickets,Bridgetown
2/22/2019,West Indies,England,West Indies,26 runs,Bridgetown
2/25/2019,West Indies,England,England,-,St George's
2/27/2019,West Indies,England,England,29 runs,St George's
3/2/2019,West Indies,England,West Indies,7 wickets,Gros Islet
5/5/2019,Ireland,West Indies,West Indies,196 runs,Dublin
5/7/2019,Bangladesh,West Indies,Bangladesh,8 wickets,Dublin
5/11/2019,Ireland,West Indies,West Indies,5 wickets,Dublin (Malahide)
5/13/2019,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide)
5/17/2019,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide)
5/31/2019,Pakistan,West Indies,West Indies,7 wickets,Nottingham
6/6/2019,Australia,West Indies,Australia,15 runs,Nottingham
6/10/2019,South Africa,West Indies,South Africa,-,Southampton
6/14/2019,England,West Indies,England,8 wickets,Southampton
6/17/2019,Bangladesh,West Indies,Bangladesh,7 wickets,Taunton
6/22/2019,New Zealand,West Indies,New Zealand,5 runs,Manchester
6/27/2019,India,West Indies,India,125 runs,Manchester
7/1/2019,Sri Lanka,West Indies,Sri Lanka,23 runs,Chester-le-Street
7/4/2019,Afghanistan,West Indies,West Indies,23 runs,Leeds
8/8/2019,West Indies,India,India,-,Providence
8/11/2019,West Indies,India,India,59 runs,Port of Spain
8/14/2019,West Indies,India,India,6 wickets,Port of Spain
11/6/2019,Afghanistan,West Indies,West Indies,7 wickets,Lucknow
11/9/2019,Afghanistan,West Indies,West Indies,47 runs,Lucknow
11/11/2019,Afghanistan,West Indies,West Indies,5 wickets,Lucknow
12/15/2019,India,West Indies,West Indies,8 wickets,Chennai
12/18/2019,India,West Indies,India,107 runs,Visakhapatnam
12/22/2019,India,West Indies,India,4 wickets,Cuttack
1/7/2020,West Indies,Ireland,West Indies,5 wickets,Bridgetown
1/9/2020,West Indies,Ireland,West Indies,1 wickets,Bridgetown
1/12/2020,West Indies,Ireland,West Indies,5 wickets,St George's
2/22/2020,Sri Lanka,West Indies,Sri Lanka,1 wickets,Colombo (SSC)
2/26/2020,Sri Lanka,West Indies,Sri Lanka,161 runs,Hambantota
3/1/2020,Sri Lanka,West Indies,Sri Lanka,6 runs,Pallekele
1/2/2001,New Zealand,Zimbabwe,Zimbabwe,70 runs,Taupo
1/4/2001,New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington
1/7/2001,New Zealand,Zimbabwe,Zimbabwe,1 wickets,Auckland
1/31/2001,New Zealand,Sri Lanka,Sri Lanka,61 runs,Napier
2/3/2001,New Zealand,Sri Lanka,Sri Lanka,3 wickets,Wellington
2/6/2001,New Zealand,Sri Lanka,Sri Lanka,9 wickets,Auckland
2/8/2001,New Zealand,Sri Lanka,Sri Lanka,3 runs,Hamilton
2/11/2001,New Zealand,Sri Lanka,New Zealand,13 runs,Christchurch
2/17/2001,New Zealand,Pakistan,Pakistan,6 wickets,Auckland
2/20/2001,New Zealand,Pakistan,New Zealand,6 wickets,Napier
2/22/2001,New Zealand,Pakistan,Pakistan,28 runs,Wellington
2/25/2001,New Zealand,Pakistan,New Zealand,138 runs,Christchurch
2/28/2001,New Zealand,Pakistan,New Zealand,4 wickets,Dunedin
4/10/2001,New Zealand,Sri Lanka,Sri Lanka,106 runs,Sharjah
4/12/2001,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah
4/15/2001,New Zealand,Pakistan,Pakistan,7 wickets,Sharjah
4/17/2001,New Zealand,Sri Lanka,New Zealand,79 runs,Sharjah
7/18/2001,Sri Lanka,New Zealand,Sri Lanka,16 runs,Colombo (RPS)
7/20/2001,India,New Zealand,New Zealand,84 runs,Colombo (RPS)
7/25/2001,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS)
7/26/2001,India,New Zealand,New Zealand,67 runs,Colombo (RPS)
7/31/2001,Sri Lanka,New Zealand,Sri Lanka,106 runs,Colombo (SSC)
8/2/2001,India,New Zealand,India,7 wickets,Colombo (SSC)
1/11/2002,Australia,New Zealand,New Zealand,23 runs,Melbourne
1/15/2002,New Zealand,South Africa,South Africa,26 runs,Hobart
1/17/2002,Australia,New Zealand,New Zealand,23 runs,Sydney
1/19/2002,New Zealand,South Africa,New Zealand,4 wickets,Brisbane
1/26/2002,Australia,New Zealand,New Zealand,77 runs,Adelaide
1/27/2002,New Zealand,South Africa,South Africa,93 runs,Adelaide
1/29/2002,Australia,New Zealand,Australia,2 wickets,Melbourne
2/1/2002,New Zealand,South Africa,South Africa,67 runs,Perth
2/6/2002,New Zealand,South Africa,South Africa,8 wickets,Melbourne
2/8/2002,New Zealand,South Africa,South Africa,6 wickets,Sydney
2/13/2002,New Zealand,England,New Zealand,4 wickets,Christchurch
2/16/2002,New Zealand,England,New Zealand,155 runs,Wellington
2/20/2002,New Zealand,England,England,43 runs,Napier
2/23/2002,New Zealand,England,England,33 runs,Auckland
2/26/2002,New Zealand,England,New Zealand,5 wickets,Dunedin
4/9/2002,New Zealand,Sri Lanka,New Zealand,11 runs,Sharjah
4/11/2002,New Zealand,Pakistan,Pakistan,51 runs,Sharjah
4/14/2002,New Zealand,Sri Lanka,Sri Lanka,46 runs,Sharjah
4/15/2002,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah
4/21/2002,Pakistan,New Zealand,Pakistan,153 runs,Karachi
