,name,date,Versus,Ground,batting_runs,batting_aggregate,batting_average,bowling_wickets,bowling_aggregate,bowling_average,fielding_catches,fielding_aggregate,keeping_catches,keeping_stumps,keeping_aggregate,Age_Match,team1_name,team1_score,team2_name,team2_score,team1_total_wickets,team2_total_wickets
2171,Sachith Pathirana,4/2/2017,South Africa,Wanderers Stadium,18,235,29.38,0/35,11,43.91,,4,,,,27 years 320 days,Sri Lanka,163,South Africa,164,3,10
2172,Sachith Pathirana,7/2/2017,South Africa,Newlands,1,236,26.22,Feb-55,13,41.38,,4,,,,27 years 323 days,Sri Lanka,327,South Africa,367,5,10
2173,Sachith Pathirana,10/2/2017,South Africa,SuperSport Park,56,292,29.2,0/43,13,44.69,,4,,,,27 years 326 days,Sri Lanka,296,South Africa,384,6,8
2174,Sachith Pathirana,25/03/2017,Bangladesh,Rangiri Dambulla International Stadium,31,323,29.36,0/27,13,46.77,,4,,,,28 years 4 days,Sri Lanka,234,Bangladesh,324,5,10
2175,Sachith Pathirana,10/12/2017,India,Himachal Pradesh Cricket Association Stadium,-,323,29.36,16-Jan,14,44.57,,4,,,,28 years 264 days,Sri Lanka,114,India,112,10,3
2176,Sachith Pathirana,13/12/2017,India,Punjab Cricket Association IS Bindra Stadium,2,325,27.08,Jan-63,15,45.8,,4,,,,28 years 267 days,Sri Lanka,251,India,392,4,8
2177,Sachith Pathirana,17/12/2017,India,Dr YS Rajasekhara Reddy Cricket Stadium,7,332,25.54,0/33,15,48,,4,,,,28 years 271 days,Sri Lanka,215,India,219,2,10
2178,Dilruwan Perera,29/02/2008,Australia,Melbourne Cricket Ground,5,44,11,0/11,1,28,,0,,,,25 years 221 days,Sri Lanka,221,Australia,208,10,10
2179,Dilruwan Perera,16/12/2014,England,R Premadasa Stadium,-,44,11,Jan-53,2,40.5,,0,,,,32 years 147 days,Sri Lanka,302,England,215,10,6
2180,Dilruwan Perera,21/08/2016,Australia,R Premadasa Stadium,10,54,10.8,Mar-48,5,25.8,,0,,,,34 years 30 days,Sri Lanka,227,Australia,228,7,8
2181,Dilruwan Perera,24/08/2016,Australia,R Premadasa Stadium,5,59,9.83,0/43,5,34.4,1,1,,,,34 years 33 days,Sri Lanka,288,Australia,206,10,10
2182,Dilruwan Perera,28/08/2016,Australia,Rangiri Dambulla International Stadium,17,76,10.86,Feb-45,7,31,1,2,,,,34 years 37 days,Sri Lanka,226,Australia,227,8,10
2183,Dilruwan Perera,31/08/2016,Australia,Rangiri Dambulla International Stadium,18,94,11.75,Jan-69,8,35.75,,2,,,,34 years 40 days,Sri Lanka,212,Australia,217,4,10
2184,Dilruwan Perera,4/9/2016,Australia,Pallekele International Cricket Stadium,5,99,11,Mar-51,11,30.64,,2,,,,34 years 44 days,Sri Lanka,195,Australia,199,5,10
2185,Dilruwan Perera,28/03/2017,Bangladesh,Rangiri Dambulla International Stadium,9,108,10.8,,11,30.64,,2,,,,34 years 249 days,Sri Lanka,216,"
                    Bangladesh    
                  ",207,5,4
2186,Dilruwan Perera,1/4/2017,Bangladesh,Sinhalese Sports Club Ground,15,123,11.18,Feb-47,13,29.54,,2,,,,34 years 253 days,Sri Lanka,280,Bangladesh,210,10,9
2187,Dilruwan Perera,15/09/2018,Bangladesh,Dubai International Cricket Stadium,29,152,12.67,0/25,13,31.46,,2,,,,36 years 55 days,Sri Lanka,124,Bangladesh,261,10,10
2188,Kusal Perera,21/06/2019,England,Headingley,2,2444,29.8,,0,,,18,4,,21,28 years 308 days,Sri Lanka,232,England,212,10,9
2189,Kusal Perera,28/06/2019,South Africa,Riverside Ground,30,2474,29.81,,0,,,18,,,21,28 years 315 days,Sri Lanka,203,South Africa,206,1,10
2190,Kusal Perera,1/7/2019,West Indies,Riverside Ground,64,2538,30.21,,0,,,18,2,,23,28 years 318 days,Sri Lanka,338,West Indies,315,9,6
2191,Kusal Perera,6/7/2019,India,Headingley,18,2556,30.07,,0,,,18,1,,24,28 years 323 days,Sri Lanka,264,India,265,3,7
2192,Kusal Perera,26/07/2019,Bangladesh,R Premadasa Stadium,111,2667,31.01,,0,,,18,,,24,28 years 343 days,Sri Lanka,314,Bangladesh,223,10,8
2193,Kusal Perera,28/07/2019,Bangladesh,R Premadasa Stadium,30,2697,31,,0,,,18,1,,25,28 years 345 days,Sri Lanka,242,Bangladesh,238,8,3
2194,Kusal Perera,31/07/2019,Bangladesh,R Premadasa Stadium,42,2739,31.13,,0,,,18,2,1,28,28 years 348 days,Sri Lanka,294,Bangladesh,172,10,8
2195,Kusal Perera,22/02/2020,West Indies,Sinhalese Sports Club Ground,42,2781,31.25,,0,,,18,,,28,29 years 188 days,Sri Lanka,290,West Indies,289,7,9
2196,Kusal Perera,26/02/2020,West Indies,Mahinda Rajapaksha International Cricket Stadium,0,2781,30.9,,0,,,18,,,28,29 years 192 days,Sri Lanka,345,West Indies,184,10,8
2197,Kusal Perera,1/3/2020,West Indies,Pallekele International Cricket Stadium,44,2825,31.04,,0,,,18,,,28,29 years 196 days,Sri Lanka,307,West Indies,301,9,10
2198,Thisara Perera,1/6/2019,New Zealand,Sophia Gardens,27,2174,20.51,0/25,170,31.4,,58,,,,30 years 58 days,Sri Lanka,136,New Zealand,137,0,10
2199,Thisara Perera,4/6/2019,Afghanistan,Sophia Gardens,2,2176,20.34,19-Jan,171,31.33,1,59,,,,30 years 61 days,Sri Lanka,201,Afghanistan,152,10,10
2200,Thisara Perera,15/06/2019,Australia,Kennington Oval,7,2183,20.21,0/67,171,31.72,,59,,,,30 years 72 days,Sri Lanka,247,Australia,334,7,10
2201,Thisara Perera,21/06/2019,England,Headingley,2,2185,20.05,0/34,171,31.92,1,60,,,,30 years 78 days,Sri Lanka,232,England,212,10,9
2202,Thisara Perera,28/06/2019,South Africa,Riverside Ground,21,2206,20.05,0/28,171,32.08,,60,,,,30 years 85 days,Sri Lanka,203,South Africa,206,1,10
2203,Thisara Perera,6/7/2019,India,Headingley,2,2208,19.89,0/34,171,32.28,,60,,,,30 years 93 days,Sri Lanka,264,India,265,3,7
2204,Thisara Perera,26/07/2019,Bangladesh,R Premadasa Stadium,2,2210,19.73,0/36,171,32.49,1,61,,,,30 years 113 days,Sri Lanka,314,Bangladesh,223,10,8
2205,Thisara Perera,22/02/2020,West Indies,Sinhalese Sports Club Ground,32,2242,19.84,Jan-40,172,32.53,,61,,,,30 years 324 days,Sri Lanka,290,West Indies,289,7,9
2206,Thisara Perera,26/02/2020,West Indies,Mahinda Rajapaksha International Cricket Stadium,36,2278,19.98,0/18,172,32.64,1,62,,,,30 years 328 days,Sri Lanka,345,West Indies,184,10,8
2207,Thisara Perera,1/3/2020,West Indies,Pallekele International Cricket Stadium,38,2316,20.14,0/54,172,32.95,,62,,,,30 years 332 days,Sri Lanka,307,West Indies,301,9,10
2208,Nuwan Pradeep,4/6/2019,Afghanistan,Sophia Gardens,0,27,4.5,Apr-31,46,36,,6,,,,32 years 228 days,Sri Lanka,201,Afghanistan,152,10,10
2209,Nuwan Pradeep,15/06/2019,Australia,Kennington Oval,0,27,3.86,0/88,46,37.91,,6,,,,32 years 239 days,Sri Lanka,247,Australia,334,7,10
2210,Nuwan Pradeep,21/06/2019,England,Headingley,1*,28,4,Jan-38,47,37.91,,6,,,,32 years 245 days,Sri Lanka,232,England,212,10,9
2211,Nuwan Pradeep,26/07/2019,Bangladesh,R Premadasa Stadium,0*,28,4,Mar-51,50,36.66,,6,,,,32 years 280 days,Sri Lanka,314,Bangladesh,223,10,8
2212,Nuwan Pradeep,28/07/2019,Bangladesh,R Premadasa Stadium,-,28,4,Feb-53,52,36.27,,6,,,,32 years 282 days,Sri Lanka,242,Bangladesh,238,8,3
2213,Nuwan Pradeep,30/09/2019,Pakistan,National Stadium (Karachi),0*,28,4,0/59,52,37.4,,6,,,,32 years 346 days,Sri Lanka,238,Pakistan,305,7,10
2214,Nuwan Pradeep,2/10/2019,Pakistan,National Stadium (Karachi),1*,29,4.14,Feb-53,54,37,,6,,,,32 years 348 days,Sri Lanka,297,Pakistan,299,5,9
2215,Nuwan Pradeep,22/02/2020,West Indies,Sinhalese Sports Club Ground,0*,29,4.14,Jan-42,55,37.09,,6,,,,33 years 125 days,Sri Lanka,290,West Indies,289,7,9
2216,Nuwan Pradeep,26/02/2020,West Indies,Mahinda Rajapaksha International Cricket Stadium,-,29,4.14,Feb-37,57,36.44,,6,,,,33 years 129 days,Sri Lanka,345,West Indies,184,10,8
2217,Nuwan Pradeep,1/3/2020,West Indies,Pallekele International Cricket Stadium,0*,29,4.14,0/22,57,36.82,,6,,,,33 years 133 days,Sri Lanka,307,West Indies,301,9,10
2218,Seekkuge Prasanna,29/06/2016,England,Kennington Oval,9,360,13.85,0/61,26,52.46,,3,,,,31 years 2 days,Sri Lanka,305,England,309,4,5
2219,Seekkuge Prasanna,2/7/2016,England,Sophia Gardens,5,365,13.52,0/52,26,54.46,,3,,,,31 years 5 days,Sri Lanka,202,England,324,7,10
2220,Seekkuge Prasanna,24/08/2016,Australia,R Premadasa Stadium,2*,367,13.59,Jan-48,27,54.22,,3,,,,31 years 58 days,Sri Lanka,288,Australia,206,10,10
2221,Seekkuge Prasanna,28/08/2016,Australia,Rangiri Dambulla International Stadium,3,370,13.21,Jan-39,28,53.68,1,4,,,,31 years 62 days,Sri Lanka,226,Australia,227,8,10
2222,Seekkuge Prasanna,1/4/2017,Bangladesh,Sinhalese Sports Club Ground,1,371,12.79,Feb-33,30,51.2,1,5,,,,31 years 278 days,Sri Lanka,280,Bangladesh,210,10,9
2223,Seekkuge Prasanna,3/6/2017,South Africa,Kennington Oval,13,384,12.8,Jan-72,31,51.87,1,6,,,,31 years 341 days,Sri Lanka,203,South Africa,299,6,10
2224,Seekkuge Prasanna,20/10/2017,Pakistan,Sharjah Cricket Stadium,5,389,12.55,Jan-44,32,51.63,,6,,,,32 years 115 days,Sri Lanka,173,Pakistan,177,3,10
2225,Seekkuge Prasanna,23/10/2017,Pakistan,Sharjah Cricket Stadium,16,405,12.66,0/21,32,52.28,,6,,,,32 years 118 days,Sri Lanka,103,Pakistan,105,1,10
2226,Seekkuge Prasanna,3/1/2019,New Zealand,Bay Oval,16,421,12.76,0/60,32,54.16,1,7,,,,33 years 189 days,Sri Lanka,326,New Zealand,371,7,10
2227,Seekkuge Prasanna,5/1/2019,New Zealand,Bay Oval,0,421,12.38,0/34,32,55.22,,7,,,,33 years 191 days,Sri Lanka,298,New Zealand,319,7,10
2228,Ashan Priyanjan,9/7/2014,South Africa,Pallekele International Cricket Stadium,25,315,26.25,0/8,4,45.75,,4,,,,24 years 329 days,Sri Lanka,267,South Africa,180,10,10
2229,Ashan Priyanjan,12/7/2014,South Africa,Mahinda Rajapaksha International Cricket Stadium,30,345,26.54,,4,45.75,1,5,,,,24 years 332 days,Sri Lanka,257,South Africa,339,5,10
2230,Ashan Priyanjan,23/08/2014,Pakistan,Mahinda Rajapaksha International Cricket Stadium,39*,384,29.54,,4,45.75,1,6,,,,25 years 8 days,Sri Lanka,275,Pakistan,277,6,7
2231,Ashan Priyanjan,26/08/2014,Pakistan,Mahinda Rajapaksha International Cricket Stadium,3,387,27.64,0/17,4,50,,6,,,,25 years 11 days,Sri Lanka,310,Pakistan,233,10,9
2232,Ashan Priyanjan,30/08/2014,Pakistan,Rangiri Dambulla International Stadium,-,387,27.64,,4,50,,6,,,,25 years 15 days,Sri Lanka,104,Pakistan,102,10,3
2233,Ashan Priyanjan,2/11/2014,India,Barabati Stadium,12,399,26.6,11-Jan,5,42.2,,6,,,,25 years 79 days,Sri Lanka,194,India,363,5,10
2234,Ashan Priyanjan,6/11/2014,India,Sardar Patel Stadium,1,400,25,0/14,5,45,1,7,,,,25 years 83 days,Sri Lanka,274,India,275,4,8
2235,Ashan Priyanjan,9/11/2014,India,Rajiv Gandhi International Stadium,2,402,23.65,0/8,5,46.6,,7,,,,25 years 86 days,Sri Lanka,242,India,245,4,10
2236,Ashan Priyanjan,22/07/2015,Pakistan,R Premadasa Stadium,18,420,23.33,,5,46.6,,7,,,,25 years 341 days,Sri Lanka,256,Pakistan,257,3,9
2237,Ashan Priyanjan,26/07/2015,Pakistan,Mahinda Rajapaksha International Cricket Stadium,-,420,23.33,,5,46.6,,7,,,,25 years 345 days,Sri Lanka,368,Pakistan,203,10,4
2238,Suraj Randiv,2/4/2011,India,Wankhede Stadium,-,156,15.6,0/43,22,35.45,,5,,,,26 years 61 days,Sri Lanka,274,India,277,4,6
2239,Suraj Randiv,28/06/2011,England,Kennington Oval,24,180,16.36,Jan-34,23,35.39,,5,,,,26 years 148 days,Sri Lanka,121,England,229,8,10
2240,Suraj Randiv,1/7/2011,England,Headingley,-,180,16.36,Mar-43,26,32.96,,5,,,,26 years 151 days,Sri Lanka,309,England,240,10,5
2241,Suraj Randiv,3/7/2011,England,Lord's,-,180,16.36,0/33,26,34.23,1,6,,,,26 years 153 days,Sri Lanka,249,England,246,7,4
2242,Suraj Randiv,6/7/2011,England,Trent Bridge,18,198,16.5,0/32,26,35.46,,6,,,,26 years 156 days,Sri Lanka,174,England,171,0,10
2243,Suraj Randiv,9/7/2011,England,Old Trafford,0,198,15.23,May-42,31,31.1,,6,,,,26 years 159 days,Sri Lanka,252,England,268,9,10
2244,Suraj Randiv,10/8/2011,Australia,Pallekele International Cricket Stadium,41,239,17.07,Feb-44,33,30.55,,6,,,,26 years 191 days,Sri Lanka,191,Australia,192,3,10
2245,Suraj Randiv,2/11/2014,India,Barabati Stadium,5,244,16.27,Mar-78,36,30.17,,6,,,,29 years 275 days,Sri Lanka,194,India,363,5,10
2246,Suraj Randiv,6/11/2014,India,Sardar Patel Stadium,10,254,15.88,0/66,36,32,1,7,,,,29 years 279 days,Sri Lanka,274,India,275,4,8
2247,Suraj Randiv,24/06/2016,England,Edgbaston,26*,280,17.5,0/62,36,33.72,,7,,,,31 years 145 days,Sri Lanka,254,England,256,0,7
2248,Lakshan Sandakan,13/10/2018,England,Rangiri Dambulla International Stadium,-,16,4,0/59,16,44,,3,,,,27 years 125 days,Sri Lanka,140,England,278,9,5
2249,Lakshan Sandakan,23/10/2018,England,R Premadasa Stadium,-,16,4,0/35,16,46.19,1,4,,,,27 years 135 days,Sri Lanka,366,England,132,9,6
2250,Lakshan Sandakan,3/1/2019,New Zealand,Bay Oval,6,22,4.4,0/64,16,50.19,2,6,,,,27 years 207 days,Sri Lanka,326,New Zealand,371,7,10
2251,Lakshan Sandakan,5/1/2019,New Zealand,Bay Oval,6,28,4.67,0/56,16,53.69,1,7,,,,27 years 209 days,Sri Lanka,298,New Zealand,319,7,10
2252,Lakshan Sandakan,8/1/2019,New Zealand,Saxton Oval,0*,28,4.67,Jan-54,17,53.71,,7,,,,27 years 212 days,Sri Lanka,249,New Zealand,364,4,10
2253,Lakshan Sandakan,3/3/2019,South Africa,Wanderers Stadium,3,31,4.43,0/56,17,57,,7,,,,27 years 266 days,Sri Lanka,231,South Africa,232,2,10
2254,Lakshan Sandakan,2/10/2019,Pakistan,National Stadium (Karachi),0,31,3.88,0/62,17,60.65,,7,,,,28 years 114 days,Sri Lanka,297,Pakistan,299,5,9
2255,Lakshan Sandakan,22/02/2020,West Indies,Sinhalese Sports Club Ground,3,34,3.78,0/42,17,63.12,1,8,,,,28 years 257 days,Sri Lanka,290,West Indies,289,7,9
2256,Lakshan Sandakan,26/02/2020,West Indies,Mahinda Rajapaksha International Cricket Stadium,-,34,3.78,Mar-57,20,56.5,,8,,,,28 years 261 days,Sri Lanka,345,West Indies,184,10,8
2257,Lakshan Sandakan,1/3/2020,West Indies,Pallekele International Cricket Stadium,0,34,3.4,0/31,20,58.05,,8,,,,28 years 265 days,Sri Lanka,307,West Indies,301,9,10
2258,Dasun Shanaka,17/09/2018,Afghanistan,Sheikh Zayed Stadium,0,212,21.2,,7,26.14,,2,,,,27 years 8 days,Sri Lanka,158,Afghanistan,249,10,10
2259,Dasun Shanaka,10/10/2018,England,Rangiri Dambulla International Stadium,-,212,21.2,,7,26.14,,2,,,,27 years 31 days,Sri Lanka,181,"
                    England    
                  ",156,2,2
2260,Dasun Shanaka,13/10/2018,England,Rangiri Dambulla International Stadium,8,220,20,,7,26.14,,2,,,,27 years 34 days,Sri Lanka,140,England,278,9,5
2261,Dasun Shanaka,17/10/2018,England,Pallekele International Cricket Stadium,21,241,20.08,,7,26.14,,2,,,,27 years 38 days,Sri Lanka,150,England,153,3,9
2262,Dasun Shanaka,20/10/2018,England,Pallekele International Cricket Stadium,66,307,23.62,,7,26.14,,2,,,,27 years 41 days,Sri Lanka,273,England,132,2,7
2263,Dasun Shanaka,23/10/2018,England,R Premadasa Stadium,18,325,23.21,,7,26.14,,2,,,,27 years 44 days,Sri Lanka,366,England,132,9,6
2264,Dasun Shanaka,8/1/2019,New Zealand,Saxton Oval,2,327,21.8,0/36,7,31.29,,2,,,,27 years 121 days,Sri Lanka,249,New Zealand,364,4,10
2265,Dasun Shanaka,31/07/2019,Bangladesh,R Premadasa Stadium,30,357,22.31,27-Mar,10,24.6,,2,,,,27 years 325 days,Sri Lanka,294,Bangladesh,172,10,8
2266,Dasun Shanaka,30/09/2019,Pakistan,National Stadium (Karachi),68,425,25,,10,24.6,,2,,,,28 years 21 days,Sri Lanka,238,Pakistan,305,7,10
2267,Dasun Shanaka,2/10/2019,Pakistan,National Stadium (Karachi),43,468,26,0/28,10,27.4,1,3,,,,28 years 23 days,Sri Lanka,297,Pakistan,299,5,9
2268,Milinda Siriwardana,24/08/2017,India,Pallekele International Cricket Stadium,58,403,28.79,Jan-39,9,37.78,,4,,,,31 years 263 days,Sri Lanka,236,India,231,7,8
2269,Milinda Siriwardana,27/08/2017,India,Pallekele International Cricket Stadium,29,432,28.8,0/43,9,42.56,,4,,,,31 years 266 days,Sri Lanka,217,India,218,4,9
2270,Milinda Siriwardana,31/08/2017,India,R Premadasa Stadium,39,471,29.44,0/36,9,46.56,,4,,,,31 years 270 days,Sri Lanka,207,India,375,5,10
2271,Milinda Siriwardana,3/9/2017,India,R Premadasa Stadium,18,489,28.76,0/28,9,49.67,,4,,,,31 years 273 days,Sri Lanka,238,India,239,4,10
2272,Milinda Siriwardana,13/10/2017,Pakistan,Dubai International Cricket Stadium,0,489,27.17,0/28,9,52.78,,4,,,,31 years 313 days,Sri Lanka,209,Pakistan,292,6,8
2273,Milinda Siriwardana,16/10/2017,Pakistan,Sheikh Zayed Stadium,3,492,25.89,0/9,9,53.78,1,5,,,,31 years 316 days,Sri Lanka,187,Pakistan,219,9,10
2274,Milinda Siriwardana,18/10/2017,Pakistan,Sheikh Zayed Stadium,2,494,24.7,0/12,9,55.11,,5,,,,31 years 318 days,Sri Lanka,208,Pakistan,209,3,10
2275,Milinda Siriwardana,20/10/2017,Pakistan,Sharjah Cricket Stadium,13,507,24.14,0/34,9,58.89,,5,,,,31 years 320 days,Sri Lanka,173,Pakistan,177,3,10
2276,Milinda Siriwardana,23/10/2017,Pakistan,Sharjah Cricket Stadium,6,513,23.32,,9,58.89,,5,,,,31 years 323 days,Sri Lanka,103,Pakistan,105,1,10
2277,Milinda Siriwardana,15/06/2019,Australia,Kennington Oval,3,516,22.43,0/17,9,60.78,1,6,,,,33 years 192 days,Sri Lanka,247,Australia,334,7,10
2278,Upul Tharanga,5/8/2018,South Africa,Pallekele International Cricket Stadium,19,6818,34.43,,0,,,48,,,,33 years 183 days,Sri Lanka,285,South Africa,363,7,10
2279,Upul Tharanga,8/8/2018,South Africa,Pallekele International Cricket Stadium,36,6854,34.44,,0,,,48,,,,33 years 186 days,Sri Lanka,306,South Africa,187,9,7
2280,Upul Tharanga,12/8/2018,South Africa,R Premadasa Stadium,19,6873,34.37,,0,,,48,,,,33 years 190 days,Sri Lanka,299,South Africa,121,10,8
2281,Upul Tharanga,15/09/2018,Bangladesh,Dubai International Cricket Stadium,27,6900,34.33,,0,,1,49,,,,33 years 224 days,Sri Lanka,124,Bangladesh,261,10,10
2282,Upul Tharanga,17/09/2018,Afghanistan,Sheikh Zayed Stadium,36,6936,34.34,,0,,,49,,,,33 years 226 days,Sri Lanka,158,Afghanistan,249,10,10
2283,Upul Tharanga,10/10/2018,England,Rangiri Dambulla International Stadium,-,6936,34.34,,0,,,49,,,,33 years 249 days,Sri Lanka,195,"
                    England    
                  ",181,5,4
2284,Upul Tharanga,13/10/2018,England,Rangiri Dambulla International Stadium,0,6936,34.17,,0,,,49,,,,33 years 252 days,Sri Lanka,140,England,278,9,5
2285,Upul Tharanga,3/3/2019,South Africa,Wanderers Stadium,9,6945,34.04,,0,,,49,,,,34 years 28 days,Sri Lanka,231,South Africa,232,2,10
2286,Upul Tharanga,13/03/2019,South Africa,St George's Park,4,6949,33.9,,0,,1,50,,,,34 years 38 days,Sri Lanka,189,South Africa,190,4,10
2287,Upul Tharanga,16/03/2019,South Africa,Newlands,2,6951,33.74,,0,,,50,,,,34 years 41 days,Sri Lanka,225,South Africa,135,2,10
2288,Lahiru Thirimanne,21/05/2019,Scotland,Grange Cricket Club,44*,2990,35.18,,3,31.33,1,38,,,,29 years 254 days,Sri Lanka,322,Scotland,199,10,8
2289,Lahiru Thirimanne,1/6/2019,New Zealand,Sophia Gardens,4,2994,34.81,,3,31.33,,38,,,,29 years 265 days,Sri Lanka,136,New Zealand,137,0,10
2290,Lahiru Thirimanne,4/6/2019,Afghanistan,Sophia Gardens,25,3019,34.7,,3,31.33,,38,,,,29 years 268 days,Sri Lanka,201,Afghanistan,152,10,10
2291,Lahiru Thirimanne,15/06/2019,Australia,Kennington Oval,16,3035,34.49,,3,31.33,,38,,,,29 years 279 days,Sri Lanka,247,Australia,334,7,10
2292,Lahiru Thirimanne,1/7/2019,West Indies,Riverside Ground,45*,3080,35,,3,31.33,,38,,,,29 years 295 days,Sri Lanka,338,West Indies,315,9,6
2293,Lahiru Thirimanne,6/7/2019,India,Headingley,53,3133,35.2,,3,31.33,,38,,,,29 years 300 days,Sri Lanka,264,India,265,3,7
2294,Lahiru Thirimanne,26/07/2019,Bangladesh,R Premadasa Stadium,25,3158,35.09,,3,31.33,,38,,,,29 years 320 days,Sri Lanka,314,Bangladesh,223,10,8
2295,Lahiru Thirimanne,28/07/2019,Bangladesh,R Premadasa Stadium,-,3158,35.09,,3,31.33,,38,,,,29 years 322 days,Sri Lanka,242,Bangladesh,238,8,3
2296,Lahiru Thirimanne,30/09/2019,Pakistan,National Stadium (Karachi),0,3158,34.7,,3,31.33,,38,,,,30 years 21 days,Sri Lanka,238,Pakistan,305,7,10
2297,Lahiru Thirimanne,2/10/2019,Pakistan,National Stadium (Karachi),36,3194,34.72,,3,31.33,,38,,,,30 years 23 days,Sri Lanka,297,Pakistan,299,5,9
2298,Isuru Udana,15/06/2019,Australia,Kennington Oval,8,143,23.83,Feb-57,6,54.33,1,1,,,,,Sri Lanka,247,Australia,334,7,10
2299,Isuru Udana,21/06/2019,England,Headingley,6,149,21.29,Feb-41,8,45.88,2,3,,,,,Sri Lanka,232,England,212,10,9
2300,Isuru Udana,28/06/2019,South Africa,Riverside Ground,17,166,20.75,0/29,8,49.5,,3,,,,,Sri Lanka,203,South Africa,206,1,10
2301,Isuru Udana,1/7/2019,West Indies,Riverside Ground,3,169,18.78,0/67,8,57.88,,3,,,,,Sri Lanka,338,West Indies,315,9,6
2302,Isuru Udana,6/7/2019,India,Headingley,1*,170,18.89,Jan-50,9,57,,3,,,,,Sri Lanka,264,India,265,3,7
2303,Isuru Udana,28/07/2019,Bangladesh,R Premadasa Stadium,-,170,18.89,Feb-58,11,51.91,,3,,,,,Sri Lanka,242,Bangladesh,238,8,3
2304,Isuru Udana,30/09/2019,Pakistan,National Stadium (Karachi),1,171,17.1,Jan-60,12,52.58,1,4,,,,,Sri Lanka,238,Pakistan,305,7,10
2305,Isuru Udana,22/02/2020,West Indies,Sinhalese Sports Club Ground,0,171,15.55,Mar-82,15,47.53,,4,,,,,Sri Lanka,290,West Indies,289,7,9
2306,Isuru Udana,26/02/2020,West Indies,Mahinda Rajapaksha International Cricket Stadium,17*,188,17.09,0/21,15,48.93,,4,,,,,Sri Lanka,345,West Indies,184,10,8
2307,Isuru Udana,1/3/2020,West Indies,Pallekele International Cricket Stadium,2,190,15.83,Jan-76,16,50.63,1,5,,,,,Sri Lanka,307,West Indies,301,9,10
2308,Jeffrey Vandersay,2/1/2016,New Zealand,Saxton Oval,-,7,,0/15,2,52,,0,,,,25 years 330 days,Sri Lanka,222,"
                    New Zealand    
                  ",212,5,1
2309,Jeffrey Vandersay,21/11/2016,Zimbabwe,Queens Sports Club,-,7,,,2,52,,0,,,,26 years 289 days,Sri Lanka,228,"
                    Zimbabwe    
                  ",225,1,2
2310,Jeffrey Vandersay,27/11/2016,Zimbabwe,Queens Sports Club,-,7,,Mar-50,5,30.8,1,1,,,,26 years 295 days,Sri Lanka,166,Zimbabwe,160,10,4
2311,Jeffrey Vandersay,28/01/2017,South Africa,St George's Park,8,15,15,0/51,5,41,,1,,,,26 years 357 days,Sri Lanka,181,South Africa,185,2,10
2312,Jeffrey Vandersay,10/2/2017,South Africa,SuperSport Park,7,22,11,Jan-61,6,44.33,,1,,,,27 years 5 days,Sri Lanka,296,South Africa,384,6,8
2313,Jeffrey Vandersay,13/10/2017,Pakistan,Dubai International Cricket Stadium,25,47,15.67,Jan-47,7,44.71,,1,,,,27 years 250 days,Sri Lanka,209,Pakistan,292,6,8
2314,Jeffrey Vandersay,16/10/2017,Pakistan,Sheikh Zayed Stadium,22,69,17.25,Jan-44,8,44.63,,1,,,,27 years 253 days,Sri Lanka,187,Pakistan,219,9,10
2315,Jeffrey Vandersay,18/10/2017,Pakistan,Sheikh Zayed Stadium,0,69,13.8,Jan-43,9,44.44,,1,,,,27 years 255 days,Sri Lanka,208,Pakistan,209,3,10
2316,Jeffrey Vandersay,23/10/2017,Pakistan,Sharjah Cricket Stadium,2,71,11.83,30-Jan,10,43,,1,,,,27 years 260 days,Sri Lanka,103,Pakistan,105,1,10
2317,Jeffrey Vandersay,1/7/2019,West Indies,Riverside Ground,-,71,11.83,Jan-50,11,43.64,1,2,,,,29 years 145 days,Sri Lanka,338,West Indies,315,9,6
2318,Fabian Allen,11/5/2019,Ireland,The Village,0*,25,6.25,0/19,0,,,0,,,,24 years 4 days,West Indies,331,Ireland,327,5,5
2319,Fabian Allen,13/05/2019,Bangladesh,The Village,7,32,6.4,0/11,0,,,0,,,,24 years 6 days,West Indies,247,Bangladesh,248,5,9
2320,Fabian Allen,17/05/2019,Bangladesh,The Village,-,32,6.4,Jan-37,1,198,,0,,,,24 years 10 days,West Indies,152,Bangladesh,213,5,1
2321,Fabian Allen,27/06/2019,India,Old Trafford,0,32,5.33,0/52,1,250,1,1,,,,24 years 51 days,West Indies,143,India,268,7,10
2322,Fabian Allen,1/7/2019,Sri Lanka,Riverside Ground,51,83,11.86,Jan-44,2,147,2,3,,,,24 years 55 days,West Indies,315,Sri Lanka,338,6,9
2323,Fabian Allen,4/7/2019,Afghanistan,Headingley,0*,83,11.86,0/26,2,160,2,5,,,,24 years 58 days,West Indies,311,Afghanistan,288,10,6
2324,Fabian Allen,8/8/2019,India,Providence Stadium,-,83,11.86,,2,160,,5,,,,24 years 93 days,West Indies,235,"
                    India    
                  ",218,4,1
2325,Fabian Allen,14/08/2019,India,Queen's Park Oval,6*,89,12.71,Feb-40,4,90,,5,,,,24 years 99 days,West Indies,240,India,256,4,7
2326,Fabian Allen,26/02/2020,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,17,106,13.25,0/37,4,99.25,1,6,,,,24 years 295 days,West Indies,184,Sri Lanka,345,8,10
2327,Fabian Allen,1/3/2020,Sri Lanka,Pallekele International Cricket Stadium,37,143,15.89,,4,99.25,,6,,,,24 years 299 days,West Indies,301,Sri Lanka,307,10,9
